,Corruption,FP,T5D
0,brightness,0.028468666666661587,0.796261333333294
1,gaussian_noise,0.056278666666667455,1.588099999999944
2,motion_blur,0.03020533333333115,0.7979213333333119
3,rotate,0.06098933333333494,1.6765053333332929
4,scale,0.13684533333334128,2.963006666666658
5,shot_noise,0.0979613333333373,2.534533333333294
6,snow,0.0406226666666658,1.016161999999968
7,tilt,0.03175133333333201,0.9356773333332996
8,translate,0.04522050000000249,1.3283219999999865
9,zoom_blur,0.03144666666665987,0.8101819999999633
