,Corruption,FP,T5D
0,brightness,0.020305999999998266,0.694240666666631
1,gaussian_noise,0.06161133333333409,2.0144226666665914
2,motion_blur,0.030581999999998166,0.9456033333332875
3,rotate,0.054053333333334036,1.7651573333333095
4,scale,0.10633600000000151,2.9654286666666616
5,shot_noise,0.06520066666666767,2.1384633333332848
6,snow,0.03333466666666597,1.0416759999999816
7,tilt,0.03093799999999925,1.0846533333332995
8,translate,0.038209000000001055,1.3482510000000028
9,zoom_blur,0.02715866666666224,0.8083886666666297
