,Corruption,FP,T5D
0,brightness,0.02628933333332907,0.7877546666666208
1,gaussian_noise,0.056912666666667375,1.7251513333332769
2,motion_blur,0.029697333333331404,0.8398833333333006
3,rotate,0.05860400000000167,1.7286059999999808
4,scale,0.11601200000000239,2.8079733333333166
5,shot_noise,0.09287933333333707,2.6347126666666263
6,snow,0.04062866666666597,1.075637333333309
7,tilt,0.03045133333333201,0.9739799999999662
8,translate,0.04306100000000169,1.3667699999999892
9,zoom_blur,0.030933999999993304,0.8300893333332803
