,Corruption,Acc_s1,Acc_s2,Acc_s3,Acc_s4,Acc_s5,ECE_s1,ECE_s2,ECE_s3,ECE_s4,ECE_s5
0,near_focus,61.204,58.4,55.418,52.702,49.802,0.09602200759647414,0.09781715393928811,0.09848919764392078,0.09669001715391874,0.09473161906955764
1,far_focus,61.41,55.458,49.944,45.554,41.804,0.09604109285667539,0.09722258398547769,0.09608317069409415,0.09455324647108093,0.09474933207398281
2,fog_3d,63.414,56.552,47.674,40.046,33.45,0.09822547304794192,0.09747987417174503,0.09590877731415443,0.0902624337777868,0.08510602996441535
3,flash,48.048,44.86,40.9,34.922,26.786,0.09542361111787148,0.09215222569400444,0.09160196346547454,0.08794811498611234,0.08315948548071087
4,color_quant,65.956,65.264,62.77,53.384,27.784,0.09406903364822268,0.09586337928926572,0.09610825854258612,0.09702276744876057,0.0907165620165132
5,low_light,53.704,52.078,49.948,46.452,40.294,0.09863866627264768,0.09996697256634011,0.10083441232277081,0.10101877421632409,0.10189098705135285
6,xy_motion_blur,49.644,38.276,29.348,22.842,17.996,0.10099838183321058,0.09560464755948633,0.09024091969745233,0.08773772050391883,0.08610436951041221
7,z_motion_blur,44.624,37.754,31.586,26.59,24.146,0.10079139766214415,0.0997408112787269,0.10161874179720878,0.10766430111758411,0.11047206923190504
8,iso_noise,51.166,49.738,46.648,42.022,34.43,0.09761249544546008,0.09780879075175151,0.0995300028704293,0.10070929233748466,0.09593645457304083
9,bit_error,37.966,32.56,26.892,20.834,10.58,0.09412456568222492,0.09454714115738869,0.09278738685464487,0.10227980670271442,0.12368648567860015
10,h265_abr,43.108,40.138,33.654,25.65,27.29,0.09818500074838288,0.09638187288327142,0.09958562955127098,0.10119826524753124,0.1054570006187167
